split  input_noise  n_agents            protocol  tasks  solve_rate  mean_rounds  median_rounds  mean_ratio_to_lower_bound  mean_duplicate_fraction  mean_map_cosine  mean_top1_accuracy
  ood         0.00         4        raw_previous      5         1.0          6.0            6.0                   1.000000                 0.000000              NaN                 NaN
  ood         0.00         4 relational_task_map      5         1.0          6.0            6.0                   1.000000                 0.000000         0.982828            1.000000
  ood         0.00         4          static_map      5         1.0         25.0           25.0                   4.166667                 0.759029         0.075189            0.056250
  ood         0.00         8     oracle_previous      5         1.0          3.0            3.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.00         8     pooled_goal_map      5         1.0         12.4           13.0                   4.133333                 0.754835         0.099114            0.085417
  ood         0.00         8        raw_previous      5         1.0          3.0            3.0                   1.000000                 0.000000              NaN                 NaN
  ood         0.00         8 relational_task_map      5         1.0          3.0            3.0                   1.000000                 0.000000         0.982828            1.000000
  ood         0.00         8          static_map      5         1.0         12.8           13.0                   4.266667                 0.764309         0.075189            0.056250
  ood         0.00        16     oracle_previous      5         1.0          2.0            2.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.00        16     pooled_goal_map      5         1.0          7.0            7.0                   3.500000                 0.766993         0.099114            0.085417
  ood         0.00        16        raw_previous      5         1.0          2.0            2.0                   1.000000                 0.250000              NaN                 NaN
  ood         0.00        16 relational_task_map      5         1.0          2.0            2.0                   1.000000                 0.000000         0.982828            1.000000
  ood         0.00        16          static_map      5         1.0          7.2            7.0                   3.600000                 0.774937         0.075189            0.056250
  ood         0.10         1     oracle_previous      5         1.0         24.0           24.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.10         1     pooled_goal_map      5         1.0         84.4           83.0                   3.516667                 0.708974         0.088616            0.081250
  ood         0.10         1        raw_previous      5         1.0         24.2           24.0                   1.008333                 0.008000              NaN                 NaN
  ood         0.10         1 relational_task_map      5         1.0         24.0           24.0                   1.000000                 0.000000         0.984974            1.000000
  ood         0.10         1          static_map      5         1.0         90.6           93.0                   3.775000                 0.729076         0.074938            0.054167
  ood         0.10         2     oracle_previous      5         1.0         12.0           12.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.10         2     pooled_goal_map      5         1.0         42.6           42.0                   3.550000                 0.710261         0.088616            0.081250
  ood         0.10         2        raw_previous      5         1.0         12.2           12.0                   1.016667                 0.015385              NaN                 NaN
  ood         0.10         2 relational_task_map      5         1.0         12.0           12.0                   1.000000                 0.000000         0.984974            1.000000
  ood         0.10         2          static_map      5         1.0         45.6           47.0                   3.800000                 0.730833         0.074938            0.054167
  ood         0.10         4     oracle_previous      5         1.0          6.0            6.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.10         4     pooled_goal_map      5         1.0         21.6           21.0                   3.600000                 0.713838         0.088616            0.081250
  ood         0.10         4        raw_previous      5         1.0          6.2            6.0                   1.033333                 0.028571              NaN                 NaN
  ood         0.10         4 relational_task_map      5         1.0          6.0            6.0                   1.000000                 0.000000         0.984974            1.000000
  ood         0.10         4          static_map      5         1.0         23.0           24.0                   3.833333                 0.732735         0.074938            0.054167
  ood         0.10         8     oracle_previous      5         1.0          3.0            3.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.10         8     pooled_goal_map      5         1.0         11.2           11.0                   3.733333                 0.724232         0.088616            0.081250
  ood         0.10         8        raw_previous      5         1.0          3.2            3.0                   1.066667                 0.050000              NaN                 NaN
  ood         0.10         8 relational_task_map      5         1.0          3.0            3.0                   1.000000                 0.000000         0.984974            1.000000
  ood         0.10         8          static_map      5         1.0         11.6           12.0                   3.866667                 0.734322         0.074938            0.054167
  ood         0.10        16     oracle_previous      5         1.0          2.0            2.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.10        16     pooled_goal_map      5         1.0          6.4            6.0                   3.200000                 0.736523         0.088616            0.081250
  ood         0.10        16        raw_previous      5         1.0          2.0            2.0                   1.000000                 0.250000              NaN                 NaN
  ood         0.10        16 relational_task_map      5         1.0          2.0            2.0                   1.000000                 0.000000         0.984974            1.000000
  ood         0.10        16          static_map      5         1.0          6.6            7.0                   3.300000                 0.746480         0.074938            0.054167
  ood         0.20         1     oracle_previous      5         1.0         24.0           24.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.20         1     pooled_goal_map      5         1.0        102.0          110.0                   4.250000                 0.755741         0.074723            0.050000
  ood         0.20         1        raw_previous      5         1.0         55.8           42.0                   2.325000                 0.466980              NaN                 NaN
  ood         0.20         1 relational_task_map      5         1.0         86.6           82.0                   3.608333                 0.714963         0.720463            0.741667
  ood         0.20         1          static_map      5         1.0        105.8          109.0                   4.408333                 0.770674         0.073388            0.058333
  ood         0.20         2     oracle_previous      5         1.0         12.0           12.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.20         2     pooled_goal_map      5         1.0         51.2           55.0                   4.266667                 0.756436         0.074723            0.050000
  ood         0.20         2        raw_previous      5         1.0         28.2           21.0                   2.350000                 0.472814              NaN                 NaN
  ood         0.20         2 relational_task_map      5         1.0         43.6           41.0                   3.633333                 0.716766         0.720463            0.741667
  ood         0.20         2          static_map      5         1.0         53.2           55.0                   4.433333                 0.771770         0.073388            0.058333
  ood         0.20         4     oracle_previous      5         1.0          6.0            6.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.20         4     pooled_goal_map      5         1.0         26.0           28.0                   4.333333                 0.760476         0.074723            0.050000
